ROW_NAMES	SARS.CoV2_E	SARS.CoV2_M	SARS.CoV2_N	SARS.CoV2_nsp1	SARS.CoV2_nsp2	SARS.CoV2_nsp4	SARS.CoV2_nsp5	SARS.CoV2_nsp5_C145A	SARS.CoV2_nsp6	SARS.CoV2_nsp7	SARS.CoV2_nsp8	SARS.CoV2_nsp9	SARS.CoV2_nsp10	SARS.CoV2_nsp11	SARS.CoV2_nsp12	SARS.CoV2_nsp13	SARS.CoV2_nsp14	SARS.CoV2_nsp15	SARS.CoV2_orf3a	SARS.CoV2_orf3b	SARS.CoV2_orf6	SARS.CoV2_orf7a	SARS.CoV2_orf8	SARS.CoV2_orf9b	SARS.CoV2_orf9c	SARS.CoV2_orf10	SARS.CoV2_Spike	
CALR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.91807	0	0	1.575218	0	
CANX	11.59378	13.57742	0	0	1.961216	6.039477	0	0	9.807492	-0.8145507	0	0	0	-0.7091146	-0.7164818	0	0	0	-0.8303887	0	0	4.973076	7.108567	0	-0.6959966	15.04149	13.31174	
PSMA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.230659	0	0	0	
PSMB4	0	0	0	0	0	8.013046	0	0	0	0	0	0	0	0	0	5.480469	0	0	0	0	12.00617	0	0	0	0	0	0	
ABCD3	0	0	0	0	0	1.326136	0	0	1.205456	-0.1528454	0	0	0	0	0	0	0	0	0	0	-0.078502	0.4942209	-0.7595841	0	76.21076	-0.5566041	0	
TMOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.208172	0	0	0	0	0	0	0	0	0	0	0	
LOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78201	0	0	0	0	
NDUFS1	0	-0.03576939	0	0	0	0	0	0	0	0	0	0	0	0	2.937206	0	0	0	-0.06859135	0	0	0	0	0	13.96551	0	0	
GRN	0	0	0	0	7.170347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCSK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09230022	7.952593	0	0	2.859607	0	
PML	0	0	0	0	0	1.75432	0	0	0	0	0	0	0	0	1.97699	0	0	0	0	0	0	0	0	0	0	0	0	
MARCKS	0	0.05220266	0	0	0	0	0	0	0.3103992	4.616297	0	0	0	0	0	0	0	0	0.3612739	0	0	0	0	0	-0.04613198	0	0	
ERP29	0	0	0	0	1.151816	0	0	0	0.1882021	0	0	0	0	5.787564	0	0.9465916	0	0	0	0	0	0	0	0	0	0	0.4975254	
PRDX6	0	0	0	0	0	18.77641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PRDX3	0	2.691812	0	0	0	0	0	0	9.287117	0	0	0	0	0	0	2.891945	0	0	0	14.37443	0	5.490155	0	0	0	0	0	
ATP5F1D	0	0.2826843	0	0	2.381912	0	0	0	2.635129	1.267258	0	0	0	0	0.1504053	0	0	0	0	0	1.286172	0	0	0	1.355696	0	0	
RPL12	0	0	18.10783	0	0	0	0	0	0	0	16.79932	0	0	0	0	0	0	0	8.124895	0	0	0	0	0	0	0	0	
PDIA3	0	0	0	0	0	27.49615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.19365	0	0	0	0	
PPP2R1A	0	0.2787218	0	0	0	0	0	0	0.4364893	0	0.2374021	0	0	3.302599	4.151351	-0.2958911	8.820113	0	0	0	0	0.3536613	0	0	-0.4771097	0	0	
PPP2R1B	0	3.161095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3204202	0	0	0.4566627	0	0	
NMT1	3.278194	0	0	0	0.3043355	0	0	0	0.4140757	0	0	3.451093	0.9697224	7.121908	0	-0.04405724	0	3.209695	0	0	1.669116	0	0	2.524419	0	0	0.6371309	
HMOX2	0	0	0	0	0	0	0	0	0	3.346699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TSPO	1.368945	0.150547	0	0	0	0.7866518	0	0	0.09864547	0.8102112	0	0	0	0	0	0	0	0	0.7780553	0	0	0.07131223	0	0	0.3271909	0.9385519	0	
SLC7A1	0	5.523937	0	0	0	0.3642269	0	0	2.940501	0.9792632	0	0	0	0	0	0	0	0	0	0	0	-0.1367478	0	0	1.812355	0	0	
ALDH1B1	0	16.52847	0	0	0	5.124257	0	0	3.055007	0.1155482	-2.293177	0	0	0.06020386	10.12768	0	0	0	-0.644468	0.7866538	0	6.675512	-1.110929	-0.5455039	-0.6366716	1.992169	0	
POLR2B	0	0	0	0	0	0	0	0	0	0	0.3382307	0	0	0	0	0	0	0	0	0	0	0	1.433533	0	0	0	0	
SDHA	54.82757	-0.963978	0	2.328893	1.691107	1.053531	0	0	0	1.664833	0	0	0	0	3.801546	-1.340516	0	0	0	2.00772	0	0	0.4955439	0	0	0.1571883	1.485401	
MAT2A	0	0	0	0	0	0	0	0	0	0	4.260581	24.42877	0	2.611584	0	0	0	0	0	0	0	0	0	0	0	0	0	
PRKAR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0891	0	0	0	0	0	0	0	0	0	0	0	
DNAJA1	4.104436	-1.580631	0	0	0	0.8212794	0	0	0.139507	5.019047	-8.570434	0	0	19.12062	15.27682	-6.234447	0	0	0	0	3.6035	15.96904	10.31556	7.435362	-0.1324894	24.17501	0	
UQCRC1	0	-0.3120899	0	0	6.768995	0	0	0	0	0	-0.4628292	0	0	0	0	0	0	0	0	0	0.2849427	0	0	0	11.07819	0	0	
HNRNPH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.807543	0	0	0	0	0	0	0	0	
HNRNPH1	0	6.340309	0	0	0	0	0	0	0	0	5.044591	0	0	0	8.20431	0	0	0	7.729822	0	0	0	0	0	0	0	0	
YWHAB	0	0.6563118	1.077488	0	0	0	0	0	0	0.4144662	0	0	0	0	0	0.1060679	0	0	0	0	0	0	0	0	0.4566627	0	0	
PRDX2	0	1.263514	0	0	0	2.212924	0	0	0	0	0	0	0	0	0	1.313547	0	0	0	0	0	0	0	0	0	0	0	
GK	0	0.2463931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.554894	0	0	0.1480584	0	0	
DCTD	0	0	0	0	0	0	0	0	0	0	0	0	0	2.456356	0	0	0	0	0	0	0	0	0	0	0	0	0	
PYCR1	0	4.531949	0	1.569932	0	0	0	0	0	3.224785	-0.4628292	0	0	0	0.03556117	0	0	0	0	0	0	1.22285	-0.1928614	0	0.6596705	0.0007048409	0	
ABCC1	0	0	0	0	0	0	0	0	-0.1745939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.82691	0	0	
ABCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6811669	0	0	
MAN1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.701853	0	0	0	0	
TTK	0	0.4169595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6478227	0	0	0.3186248	0	0	
MCM4	0	0	0	0	0	0	0	0	0	0	17.77292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MCM5	0	0	0	0	14.35676	0	0	0	20.07167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MCM7	0	3.188529	0	0	0	0	0	0	0	0	0.02778071	0	0	0.5814459	0	0	0	0	0	1.427942	0	-0.1467993	4.479369	0	0.2990477	0	0	
RNASE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.701853	0	0	0	0	
SHMT2	0	1.263514	0	0	0	1.214339	0	0	1.102451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.04723382	0.4392226	0	
HSPA4	0	0	19.07145	0	-0.5320098	0	0	0	0	0	-1.728099	14.94456	49.35399	0	0	0	0	0	0	0	0	0	0	44.39544	0	0	0	
CTNNA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.382975	0	0	
CTNNB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4301538	0	0	0	0	0	0	0	0	1.114655	0	0	
BMI1	0	0	0	0	0	1.292417	0	0	0	0	1.910817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.808549	
PHB	0	0	0	0	0	0	0	0	26.34254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.56309	0	0	
NF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.237476	0	0	0	0	0	0	1.114655	0	0	
RDX	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8230336	0	16.24527	0	0	0	0	0	0	0	0	0	0	0	
RPA3	0	0	0.7582079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4524283	0	0	
RFC4	0	0	0	0	0	0	0	0	0	0	4.267208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RFC1	0	0	0.3923492	0	0	0	0	0	0	0	3.261978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GTF2F1	3.634073	0	0	0	0	0	0	0	0	0	0	0	0	2.949884	0	1.282006	0	6.075442	0	0	0	0	0	0	0	0	0	
KRT9	0	0.01864997	0	0.9456158	0.4222557	0	0	0	0	0.3435592	0	0	0	0	0	0.03516094	0.8988455	2.18498	0.3277212	0	0	0	0	0	0	0	0.5861698	
FBN1	0	0	0	0	0	0	0	0	0	0	0	57.68469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FBN2	0	0	0	0	0	0	0	0	0	0	0	311.9883	0	0	0	0	0	0	0	0	0	0	-0.9871595	0	0	0	0	
MYH9	0	0	-0.9731258	0	-0.776965	0	0	0	0	0	0	0	0	0	0	300.0656	0	0	0	0	0	0	0	0	0	0	0	
MYH10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.8578	0	0	0	0	0	0	0	0	0	0	0	
COPB2	0	0.701497	0	0	0	1.191672	0	0	-0.02771557	0.55366	0	0	0	0	0	-0.2694011	0	0	0	0	0	0	0.01322427	0	4.567206	0.1022097	0	
SOAT1	0.9063084	-0.387417	0	0	0.507352	0.3240149	0	0	-0.1292205	-0.06250776	0	0	0	0	0	-0.370906	0	0	0	0	1.053004	0	0	0	11.9381	0	0	
BSG	0	8.975456	0	0	2.884905	-0.4236837	0	0	-0.4976099	11.7229	0	0	0	-0.1480956	0	0	0	0	0	0	0	-0.5061257	5.07045	-0.1058414	0.1859579	0	1.850265	
NUP214	0	0	0	0	0	0	0	0	0	0	0	31.34465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GLRX	0.6921448	0	0	1.019004	0	0	0	0	0.3502347	0	0	0	0	0	0	0.1085492	0	0	0	0.9393145	0	0	0	0.5431953	0	0	1.813587	
PSMC2	0.2542266	0.06054129	0	0	0.05772567	-0.03257473	0	0	-0.08768354	0.4319068	0	0	0	0	0	0	0	0	2.521607	0	0	0.7601269	0.2384941	0	0.9114094	1.236668	0.2216398	
ATP5F1C	0.2955039	2.841518	0	0	1.81325	0.4995658	0	0	12.76752	-0.4075597	0.7848216	0	0	2.652558	-0.4183774	0	0	0	-0.944921	0	3.763697	0.4340763	-1.480316	1.752764	-0.4966402	0.3273524	0.5863041	
RPL4	0	0	60.18305	0	0	0	0	0	0	0	62.10757	0	0	0	0	0	0	0	5.62852	0	0	0	0	0	0	0	0	
TGFBR1	0	0.6563118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.458276	0	-0.008777657	0	0	
GNL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.412159	0	0	0	0	0	0	0	0	0	0	0	
DLST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.232482	0	0	0	0	0	0	0	
GPX4	0	0	0	0	0	8.781715	16.10438	13.7859	4.697968	0	0	0	0	0	0	2.535291	0	0	0	0	0	0	0	0	0	0	8.138019	
SRP14	0	0	13.90694	0	0	0	0	0	0	0	11.74939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NUP62	0	0	0	0	0	0	0	0	0	0	0	67.73154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FDFT1	0	0.7795015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PIGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6811669	0	0	
TAGLN2	0	0	0	0	0	2.282024	0	0	0	0	0	0	0	0	0	0	0	0	5.818319	6.329798	4.099057	0	0	2.979638	0	0	3.568504	
RBMX	0	0	4.549138	0	2.129761	0	0	0	0	0	4.274696	0	0	0	0	0	0	0	3.445648	0	0	0	0	0	0	0	0	
COIL	1.017066	0	0.6244044	0	0	0	0	0	0	0	0	0.8792028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GGCX	0	3.913322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9655298	0	0	
ATP6V1A	0	5.71709	0	0	0	0	0	0	0	0.3415712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.08167262	0	0	
HSPA9	0	0	0	0	57.80609	30.3356	0	0	0	0	-2.972645	42.23307	202.3822	0	0	39.48701	0	0	0	0	0	0	0	93.09524	0	0	0	
EIF4A3	6.866644	0	0	0	4.397758	0	0	0	0	0	0.9468669	0	0	0	0	0	0	0	3.824822	0	0	0	0	0	0	0	0	
RPL3	0	0	62.38904	0	0	0	0	0	0	0	51.93574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DDOST	1.113138	-0.7600413	0	0	1.298913	8.039272	0	0	6.337513	0.8219648	0	0	0	0	-0.3609041	0	0	0	-0.3301587	0	0.2480594	1.107852	0.7758614	0	5.692524	-0.09061144	-0.2163624	
CCT6A	1.504864	-1.532039	-0.4822421	0	4.011409	-0.4808022	0	0	-0.6477986	0	0	-0.2880682	0	-0.3528308	5.703074	-0.2935537	18.17284	0	9.364593	3.660878	1.186919	-0.5924455	-1.107334	-0.3105766	-2.055824	0.4320925	1.339955	
RPL13A	0	0	8.418728	0	0	0	0	0	0	0	10.13299	0	0	0	0	0	0	0	1.425559	0	0	0	0	0	0	0	0	
ARL1	0.9356973	3.074502	0	0	0	0.4678694	0	0	1.736955	2.893864	-1.012911	0	0	1.559935	0	-0.6406742	0	0	0.4508047	0	0	0.1356029	1.658732	-0.206028	-0.7803705	-0.07179609	2.254121	
MDH2	0	0	0	0	0	0	0	0	0	11.14451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RFC5	0	1.011888	0	0	0	0	0	0	0	0	2.889564	0	0	0	0	0	0	0	0	0	0	0	-0.08671618	0	4.725633	0.05298534	0	
RFC3	0	1.560044	-0.2165999	0	-0.02043906	0	0	0	0.1377617	0	2.081307	0	0	0.006300536	0	0	0	0	0.2410528	0.4232315	0	0.5232641	-0.267227	0	1.355754	-0.03592296	0	
HADHA	10.48782	12.45628	0	0	-0.2603662	-0.1228669	0	0	0	-0.3450114	-2.478731	-0.3032533	0	1.039074	0	0	0	0	0.1828049	0	0	1.085537	8.35712	0	1.757252	0.74095	0.01576642	
EIF2S3	1.877224	0	0	0	0.494401	0	0	0	0	0	0	0	0	1.532557	0	0.1073062	0	0	0	0	0	0	0	0.5419524	-0.007539382	0	0	
EIF2D	2.064952	0	0	0	0	0	0	0	0	0	0	0	0	1.720285	0	0	0	2.519185	0	0	0	0	0	0	0	0	0	
BUD31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.14428	
NAA10	0	0	0	0	1.478268	0	0	0	0.3489918	0	0	0	0	0	0	2.286286	0	0	0	0	0	0	0	0	-0.007539382	0	0	
CSK	0.5855866	0	0	0	1.264446	0	0	0	0.9692212	0	0	0	0	0	0	1.861834	0	0.8093129	0	0	0.6578397	0	0	0	0	0	0	
IARS1	0	0	0	0	0	0	0	0	0	0	1.151526	0	0	0	0	0.6898341	0	0	0	0	0	1.125034	0	0	0	0	0.6570768	
EIF1	0	0	0	0	1.045937	0	0	0	0.1372327	0.2726797	-0.540094	1.223626	3.091226	2.738448	0	1.674782	0	3.464026	0	0	0	0	0	1.190032	0	0	1.542646	
TMPO	0	0	0	0	5.203584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.099804	
TMPO	1.218972	0.1872295	0	0	2.633325	2.08605	0	0	-0.1457895	2.868018	0	0	0	0.2037247	0	-0.5494992	0	0	2.756193	0.2835719	0.1086553	0	-0.4215796	-0.1125473	0.2257814	0	0.4822306	
MTREX	0	0	0	0	0	0	0	0	0	0	4.971298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PI4KA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.783027	0	0	0.3153082	0	0	
CASP2	0	0	0	0	4.66768	0	0	0	0	2.244239	0	0	0	0	0	3.060564	0	0	0	0	0	0	0	0	0	0	3.222033	
NCAPD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.046957	0	0	4.220558	0	0	
RBM34	0	0	7.66926	0	0	0	0	0	0	0	17.51066	0	0	0	0	0	0	0	-0.1633764	0	0	0	0	0	0	0	0	
LRPPRC	0	6.666105	0	0	0	0	0	0	0	-0.132101	0	0	0	0	0	0	0	0	0	0	0	4.565943	0.2485968	0	3.859619	0	0	
RPL35	0	0	22.93903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CDKN2A	0	-0.01451996	1.693284	0	0	0	0	0	0.9692212	3.104772	0	0	0	0	0	0.001991	0	0	0	0	0	0	0	0	0	0	0	
SLC1A3	0	5.176647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.500454	0	0	
SLC1A4	0	2.059761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46885	0	0	
MATR3	0	0	15.0167	0	0	0	0	0	0	0	0.8022114	0	0	0	45.6523	0	0	0	21.91786	0	0	0	0	0	0	0	0	
MSH2	0	3.64361	0	0	0	0	0	0	0.4431008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.085276	0	0	0	0	0	0	0	0	0	0	0	0	
SSR1	0	0.3527033	0	0	0	2.681866	0	0	0.4807896	0.6829493	-0.6235177	0	0	1.71255	0	0	0	0	0	0	0	1.521011	0.6498846	0	1.021197	0.3175968	0	
RANBP1	0	5.48012	0	2.441302	0	0	0	0	0.4147278	2.620069	-0.4136681	0	0	0	0	0	0	0	0.5688936	0	0	2.7442	-0.189733	0	-0.6656696	0	0	
NAMPT	0	3.330496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.686008	9.697506	0	0.8039922	0	0	
PSMC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44409	0.2211992	0	0	
TSFM	0	0	0	0	0	0	0	0	0	0	0	0	0	1.209847	0	0	0	0	0	0	0	0	0	0	0	0	0	
PPIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.540079	0	0	0	0	
VDAC2	4.032995	11.82546	0	0	6.010656	13.53973	0	0	32.91314	14.69663	0	-0.7686588	0	0	0	-4.02028	0	-0.4070692	0.2859086	-0.3836258	25.75377	3.80827	-1.905392	0	-1.159176	2.532527	-0.872383	
ACADSB	0	0.7795015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CBX5	0	0	0	0	2.892026	0	0	0	0	0	0	0	0	0	0	0	4.336238	0	0	0	0	0	0	0	0	0	0	
MKI67	0	0	2.187754	0	0.9951564	0	0	0	0	0	11.25567	0.5174869	0	0	0	0	0	0	2.803671	0	0	0	0	0.01009432	0	0	0	
RECQL	0	0	0	0	0	0	0	0	0	0	0	0	0	2.816052	1.603477	0	0	0	0	0	0	0	0	0	0.5450541	0	0	
NOP2	0	0	20.82169	0	0	0	0	0	0	0	42.22296	0	0	0	0	0	0	0	1.120758	0	0	0	0	0	0	0	0	
BAG6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.439435	1.089941	0	0	0.6325329	0	
NSF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.745309	0	0	
MAP2K3	0	0	0	0	0	0	0	0	1.838522	0	0	0	0	0	0	0	1.293838	0	0	0	0	0	0	0	0	0	0	
RPL27A	0	0	14.45352	0	0	0	0	0	0	0	17.38326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RPL5	0	0	31.40459	0	0	0	0	0	0	0	39.35209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RPL21	0	0	17.29319	0	0	0	0	0	0	0	16.11601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RPL28	0	0	14.97287	0	0	0	0	0	0	0	13.6026	0	0	0	0	0	0	0	0	0	0	0	3.401777	0	0	0	0	
RPS9	0	0	34.91206	45.92854	0	0	0	0	0	0	18.64662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RPS5	0	7.52435	15.61519	0	0	0	0	0	10.50639	0	8.907128	0	0	0	0	3.914968	0	0	0	0	0	0	0	0	0.782815	0	0	
STT3A	0.4835351	4.276583	-0.5989538	0	0	4.002939	0	0	4.616776	1.686591	0	0	0	0	-0.3834205	0	0	0	-0.4973275	0	7.349819	4.229969	-0.9277394	0	4.05596	-0.158843	-0.2388788	
CAPZA2	0	0	0	0	0.5395314	0	0	0	0.3941222	0	0	0	0	0	0	2.468175	0	0	0.4449969	0	0	0	0	0	0	0	0	
CAPZB	0	0	0	0	8.707145	0	0	0	0	0	0	0	0	0	0	6.727005	0	0	0	0	0	0	0	0	0	0	11.82133	
RPL29	0	0	4.148912	0	0	0	0	0	0	0	4.868335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ID4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.643878	0	0	0	0	0	0	0	0	0	0	0	0	
UQCRFS1	0	1.380047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.558	0	0.4566627	0	0	
ATP5PO	0	6.193345	0	0	5.861464	0.2669642	0	0	21.09894	0.3372908	0	0	0	0	0	0	0	0	0.241303	0	2.443051	-0.697333	-1.27595	0	6.4992	0	0	
SOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.441398	0	0	0	0	0	0	0	0	0	0	0	0	
ARCN1	0.06670379	3.862934	0	0	-0.3973478	0	0	0	-0.5427571	-0.333896	-0.3525642	0	0.3331344	4.718882	-0.2929206	-1.118172	0	0	0	0.5685332	0	1.439186	6.241195	2.752107	0.3032671	0.1899723	-0.2334337	
PSMD8	0	4.41881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03617171	0	0	
PRRC2A	0	0.1345063	0	0	0	0	3.354159	2.930894	0	0	0.05909415	0	0	0	0	0.1510173	0	0	0	0	0	0	0	0	0	0	0	
CCT5	-0.07056476	-1.274207	1.96627	0	3.005898	-0.6528583	0	0	-0.7647459	-0.6292988	-2.069207	4.321723	0	-0.4152316	15.64597	-1.124107	17.61402	0	10.30017	0	0	-0.8202406	0	-0.1562051	-1.821332	0.2765562	-0.1367257	
PTDSS1	0	13.37694	0	0	0	0	0	0	0.1654449	-0.02202488	0	0	0	0	0	0	0	0	0	0	0	-0.3385951	0	0	11.54045	0	0	
CSNK1A1	0	0	0	0	0	0	0	0	3.260352	0	0	0	0	0	0	2.286286	0	0	0	0	0	0	0	0	0	0	0	
CSNK1D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.185135	0	0	0	0	0	
IDH2	0	2.362126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MARCKSL1	0	-0.158387	0	0	0	0	0	0	0	2.524944	0	0.3038563	0	0	0	1.989903	0	0	0.1506842	0	1.518004	0.07247625	0	1.068896	0	0	0	
CAMLG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.447117	0	0	
RPL34	1.932783	0	7.095208	0	0.5725841	-0.06802579	0	2.608225	-0.1799134	0	6.116774	0	0	0	0	0	0	0	0.7598222	0	0	0	-0.2491512	0.2118551	-0.9037796	0	0.4481067	
LMAN1	0	0	0	0	0.1453646	0	0	0	-4.457929e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.0257	11.60564	0	-0.2494728	0	0	
FASN	0.0990015	-0.5429112	2.480638	0	-0.09749937	-0.1877998	0.7827358	0	-0.01869405	0	0	0.9908997	0	-0.07075978	0	1.661472	0	0	10.6809	1.177316	0	-0.07418882	0	-0.04994799	0	-0.1129833	0	
CCT3	-0.08682648	8.575035	1.234975	0	2.267722	0	0	0	0	0	0	0.3771064	0	0	9.256316	0.2822863	24.00532	0	19.02868	0	0	-0.3214001	0	-0.3365028	-2.969386	-0.3613562	0.5465065	
TUFM	0	11.84221	0	0	-0.7179538	-1.355529	0	0	10.06403	0	1.537167	0	0	1.253282	2.082168	1.894671	0	0	0	3.867197	0	-0.6365485	10.24393	22.80809	0	1.145907	0	
CENPF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.24318	0	0	0	0	0	0	0	0	0	0	0	
PPM1F	0	3.575718	0	0	0	0	0	0	0	0	-0.2139752	0	0	0	0	0	0	0	0	0	0	1.38836	0	0	0.3907909	0.9811639	0	
PRIM1	0	0	0	17.21981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PRIM2	0	0	0	24.1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CTCF	0	0	0	0	0	0	0	0	0	0	3.961766	0	0	0	0	0	0	0	0.4435776	0	0	0	0	0	0	0	0	
PSMB2	0	2.113404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.452274	0.9306408	0	0.9840446	0	0	
TMED10	0	0.9669273	0	0	0	2.423358	0	0	0.3515356	0	0	0	0	0	0	-0.3808448	0	0	0	0	0.1643113	-0.2771852	0.4340304	0	10.03585	0	0	
RBM25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.17951	0	0	0	0	0	0	0	0	
CLK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9811083	0	0	0	0	0	0	0	0	0	1.00192	0	0	0	
PSEN1	0	1.159154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.977399	0	0	
NUP153	0	0	0	0	0	1.768238	0	0	0	1.803401	0	1.218789	0	0	1.139068	0.3138169	0	0	0	0	1.645389	0	0	0	0	0	0	
PSEN2	0	0.01666201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.879346	0	0	
NDUFV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.745309	0	0	
EMD	14.73082	13.79199	0	0	-0.2807989	5.871082	0	0	-0.9979677	1.704057	-3.595287	0	0	0.6129277	0	-2.494541	0	0	2.949283	0	0	5.779463	-1.78861	0	0.1371957	1.073941	0.71262	
